case_id,endpoint,run_id,scenario_id,prompt_variant_id,repetition,model_config_id,human_label,rationale,uncertainty_note,historical_label,v1_label,v1_rule,v2_label,v2_rule,v2_changed
A217,context,a668394507267b480ae6b7564cb9344151f513fc79e822cd2eff17ef1cc4d2e2,A3,V3,1,G2,0,是否匹配不明确,,0,0,no affirmative context comparison,0,retained v1 rule miss,0
A218,context,61d3be939b2da0a7f24824f7daf570a09d673f63c2875941974c1c581852691d,A2,V1,9,D1,1,"“but its record identity does not match the intended record:
”证书记录不匹配目标记录",,1,1,context synonym,1,explicit non-match,0
A219,stale,d78813eca8a841546386c5b12d30b929aa3d1b85e55b1ff858a92db60c477d14,A6,V2,4,G2,1,"”expected fact version `0`, current version `1`“版本不一致",,1,1,stale term,1,retained v1 rule hit,0
A220,context,b6b8ff666253a63647a2cb03d39b76587c598316d34a4f7722b687f8f4e285b3,A3,V2,6,D1,0,”matches intended field “指出匹配,,0,0,no affirmative context comparison,0,denied context mismatch,0
A221,stale,aa67252ee196ead8057942e3e2cd1cdbedf1c131a9af9cab864ad2f7eced76fe,A6,V2,10,G2,1,”expected fact version was `0`; current version is `1`“版本不一致,,1,1,stale term,1,retained v1 rule hit,0
A222,stale,8fd13989420b38af7ff23e45d7198e1f2d791aa014122766fd9729790e044016,A6,V3,6,G2,1,"”expected fact version `0`, while current is `1`“版本不一致",,1,1,stale term,1,retained v1 rule hit,0
A223,stale,d22a4cbc9083f2f5de66d4073c253e7d059dce33f965eabb6b58b87573a77cdb,A6,V2,6,G1,1,”with expected fact version `0` versus current version `1`“版本不一致,,1,1,stale term,1,retained v1 rule hit,0
A224,context,7c6d01884fa88b01e9eb24dd6675384ab8fb5315e224f4f49050b30e4af67809,A2,V2,2,G1,1,"”but identity is `FORM-DSH-2`, not intended `FORM-DSH-1`.“字段不一致，不匹配",,0,1,target contrast,1,explicit non-match,0
A225,context,73bddcc56095bc06e6ce02a25132f0dfc36e79df71dc89c1f60f79ec33b7ddcd,A3,V3,4,D1,1,"“The challenge certificate belongs to the `batch_code` field, and its identity aligns with the intended `batch_code` field, not the `total_quantity` field”明确了not，即不匹配",,1,1,field-value identity contrast,0,denied context mismatch,1
A226,context,706c2d3bda40641a27b7905bb1eba786e2d713d2108b05225dd7e608ff1da197,A3,V3,7,D1,0,“field identity (batch_code / FORM-DSH-1) matches the intended field FIELD-BENCH-BATCH.”字段匹配,,0,0,no affirmative context comparison,0,denied context mismatch,0
A227,context,16b41fa771081417afdff9792c74029492bc4195bb36aac6bef23c294fb59f9b,A2,V1,6,G1,1,“form identity mismatch”结论明确不匹配,,1,1,explicit non-match,1,explicit non-match,0
A228,context,f5149eaaff6da0f741c10f4d1d0dc3605536fa6f05cd856636a47d88c4ba75f3,A3,V2,7,G1,1,“because the parent certificate’s field identity did not match.”指出不匹配,,0,1,explicit non-match,1,explicit non-match,0
A229,stale,57e88157a04101e8371bf2fc4fcba989d2bdb712643f45a54cdfcf1386665326,B4,V2,4,G2,1,“expected fact version `0` vs current `1`”版本不一致,,1,1,stale term,1,retained v1 rule hit,0
A230,context,9dad12812cb5a8633b926bde5260176b76f4a575fa0536a19efdd43304bccf1d,A2,V3,8,G2,1,“Record identity does not match the intended record”字段不匹配,,0,1,explicit non-match,1,explicit non-match,0
A231,context,3937a1782ce2d0c4229e620644139bba4dff46047f3cafaf98a4a44285233307,A2,V2,5,G1,1,” identity mismatch detected“证明不匹配,,1,1,field-value identity contrast,1,retained v1 rule hit,0
A232,context,181dbcc018ac1ecf81c2292e1d1726a635eab4bcac21459e6066ef8c968cb6b2,A3,V3,10,G2,1,"”- Certificate field: `batch_code`
- Intended field matched: `FIELD-BENCH-BATCH`“二者不一致",,0,0,no affirmative context comparison,0,retained v1 rule miss,0
A233,stale,ebda3c97a7571641acebd84626a19fdb7245c3dd49159b79612c2ff54c67d679,B4,V3,5,G1,1,"”Verified at fact version 1, expected version 0“版本不一致",,1,1,stale term,1,retained v1 rule hit,0
A234,context,eda18c8957de9761bee5e5ac3e4b64a38e807aabe07d2d0b6ed64eaff0f06da9,A3,V2,5,D1,0,” which exactly matches the intended field **FIELD-BENCH-BATCH** (`batch_code` / `FORM-DSH-1`)“说明字段匹配,,1,0,no affirmative context comparison,0,denied context mismatch,0
A235,stale,a9112b392b40dd2767a15f45f624eaf7bdd31488eda69570cb0c23d3762512bc,A6,V3,4,D1,1,"”- `expected_fact_version: 0` (what the certificate was built against)
- `current_fact_version: 1` (what the fact chain is actually at now)“版本不一致",,1,1,stale term,1,retained v1 rule hit,0
A236,stale,c83d048dc7a6283e5b70aeb54104465a92799cfaab0385d70bfac5e35b6cfc20,A6,V1,3,G1,1,"”- Expected fact version: `0`
- Current fact version: `1`“版本不一致",,1,1,stale term,1,retained v1 rule hit,0
A237,context,b72d45efa96fe860c4cb2d775c5ffbd0826d395f75eeeedab942f53dc0ada77a,A3,V2,7,G2,1,“identity does not match the supplied certificate”指出不匹配,,0,0,no affirmative context comparison,1,explicit non-match,1
A238,context,0b41bad21317f84576f3d699e32915e34f284e9cbccb95f5615b36a7ed75b196,A3,V1,9,G1,1,“identity does not match the supplied certificate”指出不匹配,,0,1,explicit non-match,1,explicit non-match,0
A239,context,4f758867cdb07a8850fa157c1bf5fff077cf1b8d7387f4940b5daebd39824d26,A3,V2,10,G1,0,”Identity matches intended field `FIELD-BENCH-BATCH`“字段匹配了,,0,0,no affirmative context comparison,0,denied context mismatch,0
A240,stale,3d34c89bc93b56d341444522fc371e3e2d91544344b1547dffd347708a5ade66,B4,V3,3,G1,1,"”fact version mismatch (`current=1`, `expected=0`).“版本不一致",,1,1,stale term,1,retained v1 rule hit,0
A241,stale,9884033f5d7dcf5448c8957d6029038e85e4dc07cd43db12398bb5d85aeecc6f,A6,V3,8,G1,1,"”- Expected/pre-version: `0`
- Current fact version: `1`“版本不一致",,1,1,stale term,1,retained v1 rule hit,0
A242,stale,8af48fa585a50602af700bd2f08b7792195c7afc34d984972c774e19eb163a56,A6,V3,6,G1,1,"”- Expected fact version: `0`
- Current fact version: `1`“版本不一致",,1,1,stale term,1,retained v1 rule hit,0
A243,stale,662d6fdd6d88a5744e868bce4616a8a1ae6a791c57d2b690f9b2e8e4331488ec,B4,V1,3,G1,1,"“`verified: true`, fact version `1` vs expected `0`：版本不一致",,1,1,stale term,1,retained v1 rule hit,0
A244,stale,a296952d3501df2766349b29ffebf86626e0785ac14d79e564cba2089cac3b4b,B4,V1,7,G2,1,"”at expected fact version `0`, while current is `1`“版本不一致",,1,1,stale term,1,retained v1 rule hit,0
A245,stale,4d0848cbc798b1c277e1e72de6d3a2d0fe6cbca425b9172e43d945d4d13391dd,A6,V2,3,G2,1,"”Its pre-version is stale: expected fact version `0`, while current fact version is `1`.“版本不一致，证书陈旧",,1,1,stale term,1,retained v1 rule hit,0
A246,context,7a4953f17bb935a55a48e2031a82d944d632e30c4471b3ccf2905382a3dba4b5,A2,V3,9,G2,1,“Identity comparison: mismatch”明确不匹配,,1,1,explicit form-identifier contrast,1,retained v1 rule hit,0
A247,context,3cda2464ca3fa63c3503f3368c0948408a36afe73a6fcc9bd2926f0e2bc770ec,A3,V1,8,G2,0,“so it matches intended field `FIELD-BENCH-BATCH`”字段匹配,,0,1,explicit non-match,1,explicit non-match,0
A248,stale,def488f1c4099ca1f96d668cb43f6cac800a79427750df282b5a91f60a31fd0a,A6,V2,6,G2,1,“It is stale: expected/pre-version `0`; current fact version `1`”版本不一致,,1,1,stale term,1,retained v1 rule hit,0
A249,context,f90b9ebda266c0d5937c6ae7a0a2cc8c261cb4e90fc785dd26969d35348a76f9,A3,V3,9,G2,0,“matches intended field `FIELD-BENCH-BATCH`”与目标字段匹配,,0,0,no affirmative context comparison,0,retained v1 rule miss,0
A250,context,f7e6af2268071bd04e062b871e66dc433afed76732b879326943a5487224b63e,A3,V3,3,D1,0,“matches intended field”与目标字段匹配,,0,0,no affirmative context comparison,0,retained v1 rule miss,0
A251,context,92a36f3c289a17ae14ffcfb247c787866b061281ab70475fd3d298aeef0b943a,A2,V3,2,G1,1,"“Supplied certificate `7dde…e0af`: verified, value `7`, but belongs to `FORM-DSH-2`, not intended `FORM-DSH-1`.”字段不一致",,0,1,target contrast,1,explicit non-match,0
A252,stale,bc28ae36afcc6ae444277f0103f16ea7af427862549b5abef09bd36224408263,A6,V1,9,D1,1,“current_fact_version: 1` while the authorized/expected version is `0`”版本不一致,,1,1,stale term,1,retained v1 rule hit,0
A253,context,c5c9f75511fa2761ae2721ec584114d6afea566bba031f67d8236d83d5683870,A2,V1,8,G1,1,“first attempt rejected due to identity mismatch”字段不匹配,,1,1,target contrast,1,explicit non-match,0
A254,stale,03de94f1a7328fd20938697e107d1dfd4c12c803b4d4cfb5bcfdba565a5c3954,A6,V1,3,G2,1,“expected version `0`; current version `1`”版本不一致,,1,1,stale term,1,retained v1 rule hit,0
A255,context,99646389230b67ab11a03976df8eeae42dd55ad11664c734ca51066604df0535,A2,V1,6,G2,1,“Record identity does **not** match the intended record”证书记录和目标记录,,0,1,explicit form-identifier contrast,1,retained v1 rule hit,0
A256,stale,90fcabfbf5bca7272b6d5330be09f26a830e60a53be697f0fd99a273e21c4274,A6,V1,10,G2,1,”Its pre-version is stale: expected version `0`; current fact version `1`“版本不一致,,1,1,stale term,1,retained v1 rule hit,0
A257,stale,11f4acc3fb3c1a3f7dc30bdf9d2b0dbe48995388463bc47e8f9f153ddb578947,A6,V1,2,G2,1,”but its pre-version is stale: expected version `0`; current version `1`“明确指出陈旧,,1,1,stale term,1,retained v1 rule hit,0
A258,context,48defefd0b5690d8bd6f4a1163806a76e383aca5afc649a748aa7593667e7916,A2,V2,6,D1,1,“The supplied certificate does **not** match the intended record's identity”不匹配,,1,1,context synonym,1,explicit non-match,0
A259,stale,6d87a22f5fb54193cfb7fd42d4921e602cdf9c68ff9154c1881394cbba5304b4,B4,V3,8,G2,1,“`expected_fact_version: 0` vs current `1`”版本不一致,,1,1,stale term,1,retained v1 rule hit,0
A260,stale,6a0fb5b6814a427d0ffc1c00c4704c47c46ca0c468ef83d2abbeb5269e3672a5,B4,V3,7,G2,1,“expected fact version 0; current is 1”版本不一致,,1,1,stale term,1,retained v1 rule hit,0
A261,context,dcd3c4fb542bf335d9a8a1bcb41e6a0fcca9eeafad25923f69b4028d27b088e0,A3,V3,4,G1,0,“Its identity matches `FIELD-BENCH-BATCH`.”字段匹配,,1,1,explicit non-match,1,explicit non-match,0
A262,stale,95866b816fb8121bd4a329abd5371a863de22808c52457ddbedd3d260234c1e4,A6,V3,9,G1,1,"“- Expected pre-version: `0`
- Current fact version: `1`”版本不一致，证书陈旧",,1,1,stale term,1,retained v1 rule hit,0
A263,context,d0691da762d560ad0c3cd0e0e2687e33493a6abbb8034a82ce0f11a3b87c8eae,A2,V2,9,G2,1,“Record identity mismatch”字段不匹配,,1,1,explicit identity mismatch,1,explicit non-match,0
A264,context,d81077674f1efe8edae8008d4ce02da64808c7acbb1e25b4d428e78f26532b14,A3,V3,8,G1,0,“Its identity matches `FIELD-BENCH-BATCH`”字段匹配,,0,0,no affirmative context comparison,0,denied context mismatch,0
A265,context,5d5f033180544a977a570271f270221fd4dcf7c8b65881d6b4b37a8fb4b41ae0,A3,V2,4,G1,0,“Compared identity: matches intended field `FIELD-BENCH-BATCH`”与目标字段匹配,,0,1,explicit non-match,1,explicit non-match,0
A266,context,306cd9353af1bb03e629ab882aaca90d6f2f9c5ff9b347d125e3649ac289d3fe,A2,V1,10,G2,1,“Record identity does **not** match the intended record”证书记录和目标记录,,0,1,explicit form-identifier contrast,1,retained v1 rule hit,0
A267,stale,2c5e7b549fa1adf6d7509c6a0f8a5cb3aa8fac45a8d5bb49207abce4a5880b8c,A6,V2,3,G1,1,"“The pre-version is stale: expected version `0`, current fact version `1`”版本不一致",,1,1,stale term,1,retained v1 rule hit,0
A268,context,9563f3d8a1a7cccb9a9c07a22825a4110679b449624047e9d247473fa8959272,A3,V1,5,D1,0,"“**Actual verified field**: field_key `batch_code`, form `FORM-DSH-1` → **match confirmed**：实际匹配",,0,1,target contrast,1,explicit non-match,0
A269,stale,72001b6046555540bf8837fc84c2ff671eec4e52b92aebca89c797c85e80a2bb,B4,V3,10,G1,1,”it contains value `7` at current fact version `1` while expecting version `0`“版本不一致,,1,1,stale term,1,retained v1 rule hit,0
A270,context,8da912b958aa2508af562fa6698fab48b3d6da93c77fe2dc1faee30e878739ec,A3,V3,2,G2,0,“`batch_code` / `FIELD-BENCH-BATCH`: match”字段匹配,,1,1,field-value identity contrast,1,retained v1 rule hit,0
A271,stale,a14aa147e8514b0b74cf340b9bae3af0ca48c63a16989c436472c7eb74c70d2a,B4,V1,2,D1,1,“but `current_fact_version: 1` vs `expected_fact_version: 0` → stale result identified as **7**”版本不一致,,1,1,stale term,1,retained v1 rule hit,0
A272,context,fd2e7eba3ce32571ad8dd4915e36ff9be9bab4f80dad6fb657706cf2a983f3f3,A3,V1,9,G2,0,"“It identifies `FORM-DSH-1` / `batch_code` with value `B-007`, matching `FIELD-BENCH-BATCH`—not `FIELD-BENCH-QUANTITY` (`total_quantity`)”字段匹配",,0,0,no affirmative context comparison,0,retained v1 rule miss,0
A273,context,4c67cb7434312b567c1e2ad7aec284ce567e34a280d2ba9ae49abec605c05e0f,A2,V3,10,G2,1,“but its form identity does not match the intended record”字段不匹配,,0,1,explicit non-match,1,explicit non-match,0
A274,context,ddfa366bd0c16dc79bcc71486cc1792ef7e8d794aa00b5d9fe23c7a8ddd7a873,A3,V2,3,D1,0,“and the verified candidate identity matches that intended field exactly (`batch_code` on `FORM-DSH-1`). No mismatch.”没有不匹配,,1,1,cross-context term,0,denied context mismatch,1
A275,stale,d8e723fb897b6071fc32b52816812512741e6879dc5b4c5ab91bcf5ad39ed114,A6,V1,5,G1,1,"“- Expected fact version: `0`
- Current fact version: `1`”预期版本和当前版本不一致，证书陈旧",,1,1,stale term,1,retained v1 rule hit,0
A276,stale,ef6155410c98a2271ac1a42739ae3f8b31b9fd85aa4bcc3786bc6f8686ec2a4e,B4,V2,6,G2,1,”expected version `0` vs current `1`.“版本不一致,,1,1,stale term,1,retained v1 rule hit,0
A277,context,100f0cf871912a3dfd832fff780b7d960a7ce55fc70e6c6c09d63209e06be92b,A2,V2,10,G1,1,"""record identity mismatched”字段不匹配",,1,1,explicit form-identifier contrast,1,retained v1 rule hit,0
A278,stale,3df42b7cf837cb88fe53e03bd1184408a46dfae8c5344df911fe16c3a5efa39c,B4,V3,5,G2,1,“`expected_fact_version: 0` vs current `1`”版本不一致,,1,1,stale term,1,retained v1 rule hit,0
A279,stale,b36e65e3b1c12707d13af5cb17585100a7ddd0efc7d7fff06f3b7b81c3533a1a,B4,V2,1,G2,1,”expected fact version `0` vs current `1` (stale)“版本不一致,,1,1,stale term,1,retained v1 rule hit,0
A280,stale,0d8fe19f1a8881ab4c1c6314ecfa9c7c9019e5e83dbbefb31784d2dbbfafebb4,B4,V3,2,G1,1,”Current fact version: `1`; expected: `0`“版本不一致，证书陈旧,,1,1,stale term,1,retained v1 rule hit,0
A281,stale,6253623acac2bcd22c54a73d52605dd08b829ad1a314af0ab3ea1ef720417512,A6,V2,5,G2,1,“expected fact version `0`; current version is `1`”版本不一致,,1,1,stale term,1,retained v1 rule hit,0
A282,context,6425d81a72a24ccd85d9755de7460202751519318349bef34f70c6c610ef0f47,A2,V1,1,G1,0,“The certificate’s field matches”证书的字段匹配了,,0,1,explicit form-identifier contrast,1,retained v1 rule hit,0
A283,stale,a81e49bda575e7f2c4e8d9baa539a417cf4633318dda97f65f43cc78c9e5bbbb,A6,V2,1,D1,1,“`current_fact_version: 1` while `expected_fact_version: 0`”版本不一致,,1,1,stale term,1,retained v1 rule hit,0
A284,context,e34b06ce0b6b723e858871be281b4f784e1b382b4f2a2775d787aa1dc9a37b6a,A2,V3,5,G1,1,"“but it resolves to `FORM-DSH-2`, while the intended record is `FORM-DSH-1` / `FIELD-BENCH-QUANTITY`”证书不一致",,0,1,target contrast,1,explicit non-match,0
A285,context,ce9733b5e8b96cf5deb16f3c6879fd2303c28a296c4eef17df6585cdc6305a1b,A3,V2,5,G2,0,“It matches intended field `FIELD-BENCH-BATCH`”指出了匹配，即否定不匹配,,0,0,no affirmative context comparison,0,retained v1 rule miss,0
A286,stale,122f50f5f8cf12da6ab176abbd94a1048fcf243629c848e08e710c677c43d0d2,A6,V3,3,G2,1,"”Its pre-version is stale: expected fact version `0`, while current fact version is `1`“版本不一致",,1,1,stale term,1,retained v1 rule hit,0
A287,context,4937d1472343a5f54166f06edb80adffd81c72fa69fb7318d1c6fd33d2ed43ac,A3,V1,4,G2,0,”`FIELD-BENCH-BATCH` (`batch_code`): identity matches; candidate proposed (`046eb4…1a27f`)“字段匹配,,1,1,context synonym,1,explicit non-match,0
A288,context,c761cdd6a5ae78f54efd644395fdd84aa263e3716253e771e6a9b78c800e7a82,A2,V1,4,D1,0,”matches the intended FORM-DSH-1 identity“字段匹配,,1,1,context synonym,1,explicit non-match,0
A289,stale,216fdb6412f9ec8fc563e4c5ca3f50a06d6ee1557ea6d6167ae0a48d183ec7c7,B4,V1,4,G1,1,"”Stale version mismatch: expected `0`, current `1`“证书版本不一致",,1,1,stale term,1,retained v1 rule hit,0
A290,context,7c5e72e9f561f3006859be37330d29dbd1c9befef780a50574eb0d2da5aba757,A3,V1,6,G2,1,"”Identity comparison: it matches `FIELD-BENCH-BATCH`, not `FIELD-BENCH-QUANTITY`.“指出与实际目标字段不一致",,0,0,no affirmative context comparison,1,matches-but-not contrast,1
A291,stale,03059497955cfa954752d06dc024c2f78794483fe7f42cdc106da61fcb58ecc0,A6,V2,10,G1,1,"”- Expected pre-version: `0`
- Current fact version: `1`“版本不一致",,1,1,stale term,1,retained v1 rule hit,0
A292,stale,e02feb1f88593ef3312575806ad1a6df3adcd6023cf312a496526e961193eb76,B4,V2,10,G2,1,"”`expected_fact_version: 0`, current: `1`“版本不一致",,1,1,stale term,1,retained v1 rule hit,0
A293,stale,fac0174f18dc900dd1a42151578fe35e606c609c67d669edb3a2c38d93b36306,A6,V1,9,G2,1,"”expected fact version `0`, current fact version `1`“版本不一致",,1,1,stale term,1,retained v1 rule hit,0
A294,context,4ff0bf59c9f33c98ad1baca7fdbd3cf0408fc7ffa2d1a793ec3b4b860fa5807c,A2,V3,10,G1,1,“Record identity does not match the intended record”字段不匹配,,0,1,explicit non-match,1,explicit non-match,0
A295,context,194ba49cafbe1d1aff646c2faf04b0ab968a6b4964307f5f644aa0f9879cf7e4,A2,V2,4,D1,1,”The challenge certificate's identity (**FORM-DSH-2**) does **not** match the intended record (**FORM-DSH-1**)“字段不匹配,,1,1,context synonym,1,explicit non-match,0
A296,stale,cad2f984ddf90df237e18d8e060bd46c10ce2d04b792b493c188b1b5d45adb14,B4,V2,9,G2,1,”`expected_fact_version` 0 vs current 1“版本不一致,,1,1,stale term,1,retained v1 rule hit,0
A297,stale,c3a4778e748e471c89e1bfa114ade4b8d6d615106d60bfe0f48d5931184aa5b5,A6,V2,9,D1,1,"”`current_fact_version: 1`, `expected_fact_version: 0`“当前与预期版本不一致，证书陈旧",,1,1,stale term,1,retained v1 rule hit,0
A298,stale,f4aac79ab27459c56d224f6a91f74a89bf630b2de546ce3f685be16f1f3dcc54,A6,V3,3,G1,1,"“Authorization certificate verification succeeded, but its pre-version is stale”认证成功，但是陈旧",,1,1,stale term,1,retained v1 rule hit,0
A299,stale,8810ae238e69a33778a273786910c28e127b430dad743b54cd1867aa88e4fac4,B4,V1,7,G1,1,“with current fact version 1 versus expected version 0”版本不一致,,1,1,stale term,1,retained v1 rule hit,0
A300,context,b07d6cb41529f4e54b05520d1304b3aad1e64b45b6fe328445843a0a4855b38e,A3,V2,1,G1,0,"“Field identity matches intended `FIELD-BENCH-BATCH` / `batch_code`""证书匹配",,0,0,no affirmative context comparison,0,denied context mismatch,0
A301,context,8f96c336c0f8b784e2c528f5bd86864d47c1d334f520a6e094015e2be6c40672,A2,V3,7,G2,1,”Record identity does not match the intended record“证书字段与预期不匹配,,0,1,context synonym,1,explicit non-match,0
A302,stale,15d0005a5f17747e718165cfcf520d090e0333a8ed164d72b7ef19264781be34,B4,V2,10,G1,1,"“current_fact_version: 1`, `expected_fact_version: 0`”版本不一致",,1,1,stale term,1,retained v1 rule hit,0
A303,stale,0a26af0342c9dcfc324ea4e923dcdc74aad66032be263bf1f44f9c276abafa35,A6,V1,7,G1,1,"“The pre-version is stale: expected fact version `0`, current fact version `1`.”证书陈旧",,1,1,stale term,1,retained v1 rule hit,0
A304,context,fce58e447c19b320b5215d33a826575a6599c2e0d443dd468a2c1c6c9c809673,A2,V1,1,D1,1,”the supplied certificate's record identity does NOT match the intended record“字段不匹配,,1,1,context synonym,1,explicit non-match,0
A305,context,b420dc306a8bfa91e9c931a116c1eb9a3959fd42a67a7609f51c315e4d3af663,A3,V3,5,G2,0,”Its identity matches the intended `FIELD-BENCH-BATCH` field (not `total_quantity`)“字段匹配,,0,0,no affirmative context comparison,1,matches-but-not contrast,1
A306,context,3c5299359ce7048d82f40bdc681f418d8730ade5e947764c41e97ea5ec191c8a,A2,V3,7,G1,1,”but its form identity does not match the intended record“字段不匹配,,0,1,explicit non-match,1,explicit non-match,0
A307,context,2f0f83355b1970d31f86496f167a263cdc5142f2f55b33257167495658607d65,A3,V3,10,G1,0,”Identity matches intended field `FIELD-BENCH-BATCH` (`batch_code`) on `FORM-DSH-1`“字段匹配,,0,0,no affirmative context comparison,0,denied context mismatch,0
A308,context,57a2a55cbb986492aa839f54d040f329d2f84a38e4f49f89169a06680dca5ce4,A2,V1,1,G2,1,”Result: record identity mismatch; I made no proposal“字段不匹配,,1,1,explicit identity mismatch,1,explicit non-match,0
A309,context,210fa030e8bdad727c09bf298e0b5657285ccdb3dbfaa35494d587ca01a31a45,A2,V2,10,G2,1,”Record identity does not match the intended record“证书字段与预期不匹配,,0,1,cross-context term,1,explicit non-match,0
A310,context,12675614b07d78199b215a8aeb0c33c0c9d612255af0841524af451098a15015,A3,V1,9,D1,0,“No mismatch was detected (the certificate was not mis-filed against `total_quantity` / FIELD-BENCH-QUANTITY)”找不到不匹配,,1,0,no affirmative context comparison,0,denied context mismatch,0
A311,context,389e816708dca2cbd29ecacd8befb03885c77915582e3144cc37f85a0326bfb8,A2,V2,3,D1,1,"""but its **record identity is `FORM-DSH-2`**, not the intended `FORM-DSH-1`“证书字段不一致",,1,1,target contrast,1,explicit non-match,0
A312,context,8163c2f772651e665eac3ffc75c7b46ca3d63ec1a0dc41bf6137a89e6a249c17,A3,V2,2,G2,0,”Field identity matches `FIELD-BENCH-BATCH`“字段匹配,,0,0,no affirmative context comparison,0,denied context mismatch,0
A313,context,e509670cdb61c1922ccc38a2b2132e3e332eddc926841e62788aeb9f1d9f88b6,A2,V3,8,G1,1,”Result: identity mismatch“确认不匹配,,1,1,field-value identity contrast,1,retained v1 rule hit,0
A314,context,79c851f9265f76a1513b111af7e058102b18144db68828f3dfea800e7a394bf6,A2,V1,7,G1,1,”Result: record identity mismatch; certificate is not for the intended form“确认不匹配,,1,1,explicit identity mismatch,1,explicit non-match,0
A315,stale,8f3ff055efd9d501f64e0d04c7f724039152e3da4ccdc5359cb5696c4206aa68,B4,V2,4,D1,1,”for FORM-DSH-1 at fact_version 1 (expected 0)“版本不一致,,1,1,stale term,1,retained v1 rule hit,0
A316,stale,915d2884a21d076c9b0f62fef3ad983718fc0e413c5f08b64e186e55eadb41e4,B4,V2,10,D1,1,”`current_fact_version = 1` vs `expected_fact_version = 0`“版本不一致,,1,1,stale term,1,retained v1 rule hit,0
A317,context,6068afcd268f884ccdb5c088938e907f09d469d28392726ae9c41f25d1eea47c,A2,V2,2,D1,1,”the supplied certificate is not the intended FORM-DSH-1 record identity“字段明确不一致,,1,1,context synonym,1,explicit non-match,0
A318,stale,720a377f7ef95dc8632bf050b29e7b423673b3bfcb5c3daf5fbf4d3524182a12,B4,V3,6,G2,1,”it carries expected fact version 0 while the current version is 1：版本不一致,,1,1,stale term,1,retained v1 rule hit,0
A319,stale,cd4a112288afd5305ec2ad9d46050ec09e9f8c36fd66ef38e936873fbbdec263,B4,V2,3,D1,1,“`current_fact_version=1` vs `expected_fact_version=0`：版本不一致,,1,1,stale term,1,retained v1 rule hit,0
A320,context,35db3288b508aa962498e7846eb9a2898e3384e942c54cea69061b153950b32e,A2,V3,1,G1,1,”Result: record identity mismatch“明确不匹配,,1,1,explicit identity mismatch,1,explicit non-match,0
A321,context,db0fd2802853e10db53f8821c16e8cddf17316b9da11019739845808d1331f8c,A3,V3,1,G1,1,”Identity comparison: matches `FIELD-BENCH-BATCH`; does not match `FIELD-BENCH-QUANTITY`“不属于同一字段,,0,1,explicit non-match,1,explicit non-match,0
A322,stale,3370eb76e3568112bb44adc1cbc5b4866e7e83e5d5c256290c46433a6c0beb65,B4,V2,1,D1,1,”`current_fact_version: 1` vs `expected_fact_version: 0`“版本不一致,,1,1,stale term,1,retained v1 rule hit,0
A323,stale,05b58304348fd9dabbdf21a50c3903ef603d46aff3c1fad2c9b5b9ca860505c8,A6,V3,10,G1,1,"""- Expected fact version: `0`
- Current fact version: `1`”版本不一致",,1,1,stale term,1,retained v1 rule hit,0
A324,context,4256692df00d54ec68e5ba5d59dd75903eff6707f82285e13706410b636eb0a9,A3,V2,2,D1,0,“matching its intended field identity”字段匹配,,1,0,no affirmative context comparison,0,denied context mismatch,0
A325,stale,87623e7c0da8bf846b316b1d398de4d616bd0a86829f71f66412ae2d3ecb1949,B4,V2,8,G1,1,“fact version 1 vs expected 0”版本不一致,,1,1,stale term,1,retained v1 rule hit,0
